"id1","id2","lat","lon","el"
2097,"CP",54.4166666666667,-122.733333333333,685
2098,"CP",54.4166666666667,-122.733333333333,685
2099,"MGR",54.4166666666667,-122.733333333333,685
2100,"MGR",54.4166666666667,-122.733333333333,685
2101,"NCH",54.25,-124.2,700
2102,"NCH",54.25,-124.2,700
2103,"NCH",54.25,-124.2,700
2104,"NCH",54.25,-124.2,700
2105,"CP",54.3666666666667,-123.75,800
2106,"CP",54.3666666666667,-123.75,800
2109,"NCH",54,-124.033333333333,670
2113,"NCH",54.2333333333333,-124.166666666667,700
2119,"CP",54.4166666666667,-124.666666666667,975
2120,"CP",54.4166666666667,-124.666666666667,975
2121,"FIN",56.1166666666667,-124.416666666667,762
2122,"FIN",56.1166666666667,-124.416666666667,762
2123,"FIN",56.1166666666667,-124.416666666667,762
2124,"FIN",56.1166666666667,-124.416666666667,762
2125,"FIN",56.2,-124.55,762
2126,"FIN",56.2,-124.55,762
2127,"FIN",56.2,-124.55,762
2128,"FIN",56.1333333333333,-124.533333333333,762
2129,"FIN",56.1333333333333,-124.533333333333,762
2130,"FIN",56.1333333333333,-124.533333333333,762
2131,"FIN",56.0833333333333,-124.45,869
2132,"FIN",56.0833333333333,-124.45,869
2133,"FIN",56.0833333333333,-124.45,869
2134,"FIN",56.0833333333333,-124.45,869
2135,"FIN",56.0833333333333,-124.45,869
2136,"FIN",56.0833333333333,-124.45,869
2137,"FIN",56.0833333333333,-124.45,869
2138,"FIN",56,-124.25,701
2139,"FIN",56,-124.25,701
2140,"FIN",56,-124.25,701
2141,"FIN",55.85,-124.133333333333,762
2142,"FIN",55.85,-124.133333333333,762
2143,"FIN",55.85,-124.133333333333,762
2144,"FIN",55.85,-124.133333333333,762
2145,"FIN",55.85,-124.133333333333,762
2146,"FIN",55.85,-124.133333333333,762
2147,"FIN",55.85,-124.133333333333,762
2148,"FIN",55.8,-124.083333333333,762
2149,"FIN",55.8,-124.083333333333,762
2150,"FIN",55.8,-124.083333333333,762
2151,"FIN",55.8,-124.083333333333,762
2152,"FIN",55.8,-124.066666666667,762
2153,"FIN",55.8,-124.066666666667,762
2154,"FIN",55.8,-124.066666666667,762
2155,"FIN",55.7833333333333,-124.033333333333,762
2156,"FIN",55.7833333333333,-124.033333333333,762
2157,"FIN",55.7166666666667,-123.9,762
2158,"FIN",55.7166666666667,-123.9,762
2159,"FIN",55.7166666666667,-123.9,762
2160,"FIN",55.7166666666667,-123.9,762
2161,"FIN",55.7166666666667,-123.9,762
2162,"FIN",55.6833333333333,-124.416666666667,883
2163,"FIN",55.6833333333333,-124.416666666667,883
2164,"FIN",55.6833333333333,-124.416666666667,883
2165,"FIN",55.6666666666667,-124.383333333333,883
2166,"FIN",55.6666666666667,-124.383333333333,883
2167,"FIN",55.6666666666667,-124.383333333333,883
2168,"FIN",55.5333333333333,-124.066666666667,853
2169,"FIN",55.5333333333333,-124.066666666667,853
2170,"FIN",55.6833333333333,-123.866666666667,731
2171,"FIN",55.6833333333333,-123.866666666667,731
2172,"FIN",55.7666666666667,-123.783333333333,701
2173,"FIN",55.7666666666667,-123.783333333333,701
2174,"FIN",55.7666666666667,-123.783333333333,701
2175,"FIN",55.7666666666667,-123.783333333333,701
2176,"FIN",55.7666666666667,-123.783333333333,701
2177,"FIN",55.7333333333333,-123.783333333333,701
2178,"FIN",55.7333333333333,-123.783333333333,701
2179,"FIN",55.7333333333333,-123.783333333333,701
2180,"FIN",55.7333333333333,-123.783333333333,701
2181,"FIN",55.7333333333333,-123.783333333333,701
2182,"FIN",55.7333333333333,-123.783333333333,701
2183,"FIN",55.7333333333333,-123.783333333333,701
2184,"FIN",55.6166666666667,-123.833333333333,746
2185,"FIN",55.5833333333333,-123.75,883
2186,"FIN",55.55,-123.75,914
2187,"FIN",55.3666666666667,-123.75,914
2188,"FIN",55.3666666666667,-123.75,914
2189,"FIN",55.4666666666667,-123.55,701
2190,"FIN",55.4833333333333,-123.483333333333,701
2191,"FIN",55.45,-123.383333333333,762
2192,"FIN",55.45,-123.383333333333,762
2193,"FIN",55.1333333333333,-122.883333333333,701
2194,"FIN",55.1333333333333,-122.883333333333,701
2195,"FIN",55.1333333333333,-122.883333333333,701
2196,"FIN",55.1333333333333,-122.883333333333,701
2197,"FIN",55.1333333333333,-122.883333333333,701
2198,"FIN",55.2166666666667,-123.083333333333,678
2199,"FIN",55.2166666666667,-123.083333333333,678
2200,"FIN",55.1666666666667,-122.916666666667,746
2201,"FIN",55.1666666666667,-122.916666666667,746
2202,"FIN",55.1666666666667,-122.916666666667,746
2203,"FIN",55.1666666666667,-122.916666666667,746
2204,"FIN",55.2166666666667,-123.083333333333,678
2205,"FIN",55.2166666666667,-123.083333333333,678
2206,"FIN",55.2166666666667,-123.083333333333,678
2207,"FIN",55.2166666666667,-123.083333333333,678
2208,"FIN",55.8833333333333,-123.75,716
2209,"FIN",55.8833333333333,-123.75,716
2210,"FIN",55.8833333333333,-123.75,716
2211,"FIN",55.8833333333333,-123.75,716
2212,"FIN",55.8833333333333,-123.75,716
2213,"FIN",55.8833333333333,-123.75,716
2214,"FIN",55.9166666666667,-123.766666666667,716
2215,"FIN",55.9166666666667,-123.766666666667,716
2216,"FIN",55.9166666666667,-123.766666666667,716
2217,"FIN",55.1666666666667,-123.2,762
2218,"FIN",55.1666666666667,-123.2,762
2219,"FIN",55.1666666666667,-123.2,762
2220,"FIN",55.1666666666667,-123.2,762
2221,"FIN",55.1666666666667,-123.2,762
2222,"FIN",55.1666666666667,-123.2,762
2223,"FIN",55.1666666666667,-123.2,762
2224,"FIN",55.1666666666667,-123.2,762
2225,"FIN",55.1666666666667,-123.2,762
2226,"FIN",55.1666666666667,-123.2,762
2227,"FIN",55.1666666666667,-123.2,762
2228,"FIN",55.1333333333333,-123.233333333333,822
2229,"FIN",55.1666666666667,-123.166666666667,731
2230,"FIN",55.1666666666667,-123.166666666667,731
2231,"FIN",55.1666666666667,-123.166666666667,731
2232,"FIN",55.1833333333333,-123.166666666667,716
2233,"FIN",55.1833333333333,-123.166666666667,716
2234,"FIN",55.1833333333333,-123.166666666667,716
2235,"FIN",55.1833333333333,-123.166666666667,716
2236,"FIN",55.1833333333333,-123.166666666667,716
2237,"FIN",55.1833333333333,-123.166666666667,716
2238,"FIN",55.1833333333333,-123.166666666667,716
2239,"FIN",55.1833333333333,-123.166666666667,716
2240,"FIN",55.1833333333333,-123.166666666667,716
2241,"FIN",55.1333333333333,-123.133333333333,762
2242,"FIN",55.1333333333333,-123.133333333333,762
2243,"FIN",55.1333333333333,-123.05,685
2244,"FIN",55.1333333333333,-123.05,685
2245,"FIN",55.2166666666667,-123.083333333333,678
3032,"NST",55.65,-128.083333333333,600
3033,"NST",55.65,-128.083333333333,650
3034,"NST",55.65,-128.083333333333,700
3040,"NST",54.8333333333333,-128.3,150
3041,"NST",54.8333333333333,-128.3,150
3042,"NST",54.8166666666667,-128.333333333333,150
3043,"NST",54.8,-128.25,150
3044,"NST",54.8,-128.25,150
3045,"NST",54.8333333333333,-128.283333333333,180
3046,"NST",54.8333333333333,-128.283333333333,180
3047,"NST",54.8666666666667,-128.283333333333,170
3048,"NST",54.9833333333333,-128.316666666667,320
3049,"NST",55.0666666666667,-128.133333333333,240
3050,"NST",55.0666666666667,-128.133333333333,240
3051,"NST",55.0666666666667,-128.133333333333,240
3052,"NST",55.0666666666667,-128.133333333333,240
3053,"NST",55.9,-129.05,250
3054,"NST",55.9,-129.033333333333,250
3055,"NST",55.8666666666667,-129,225
3056,"NST",55.8666666666667,-128.983333333333,225
3057,"NST",55.8666666666667,-128.983333333333,210
3058,"NST",55.75,-128.85,225
3059,"NST",55.7166666666667,-128.816666666667,225
3060,"NST",55.7,-128.816666666667,225
3061,"NST",55.6666666666667,-128.716666666667,320
3062,"NST",55.6333333333333,-128.7,220
3063,"NST",55.65,-128.7,350
3064,"NST",55.6333333333333,-128.683333333333,355
3065,"NST",55.6333333333333,-128.666666666667,380
3066,"NST",55.6333333333333,-128.7,350
3067,"NST",55.6,-128.7,290
3068,"NST",55.6,-128.7,280
3069,"NST",55.6,-128.75,200
3070,"NST",55.6,-128.75,190
3071,"NST",55.5833333333333,-128.75,190
3072,"NST",55.5333333333333,-128.966666666667,260
3073,"NST",55.5,-128.966666666667,240
3074,"NST",55.4666666666667,-128.9,340
3075,"NST",55.2333333333333,-129.016666666667,200
3076,"NST",55.2333333333333,-129,200
3077,"NST",55.2166666666667,-127.383333333333,245
3078,"NST",55.0666666666667,-128.116666666667,250
3079,"NST",55.2166666666667,-127.383333333333,350
3080,"NST",55.2166666666667,-127.383333333333,350
3081,"NST",55.3,-127.266666666667,700
3082,"NST",55.6166666666667,-128.1,439
3083,"NST",55.6,-128.1,457
3084,"NST",55.5666666666667,-128.033333333333,372
3085,"NST",55.5,-128.016666666667,335
3086,"NST",55.5166666666667,-127.95,286
3087,"NST",55.3333333333333,-127.816666666667,360
3088,"NST",55.3333333333333,-127.8,360
3089,"NST",55.35,-127.633333333333,285
3090,"NST",55.25,-127.4,370
3091,"NST",55.25,-127.4,365
3092,"NST",55.2666666666667,-127.35,500
